"X","Y","juos","elev","slp","asp","point.ID","poly.ID","mukey","taxorder","taxsuborde","taxgrtgrou","taxsubgrp","subord","grtgrp","c_order","c_sbord","c_ggrp","phmin","phave","phmax","frag3to10","sieveno4","sieveno10","sieveno40","sieveno200","sand","silt","clay","omr","dryweight","ksat","awc","wsat","minalogy","reaction","ph_ave","frag_3to10","sieve_4","sieve_10","sieve_40","sieve_200","sand_txt","silt_txt","clay_txt","orgmat","dwieght","ksat_txt","awc_txt","wsat_txt","minerals","calcereous"
-109.709078,36.950886,0,1481,1.81980276107788,161.411026000977,1547,1176,"658470","Entisols","Orthents","Torriorthents","Typic Torriorthents","Ort","Tor",104,115,131,740,824,900,0,99,98,86,41,74,17,9,35,167,9174,9,38,"mixed",NA,"824","0","99","98","86","41","74","17","9","35","167","9174","9","38","mixed",NA
-109.372249,36.946742,0,1669,1.04698181152344,10.6456632614136,1548,282,"658470","Entisols","Orthents","Torriorthents","Typic Torriorthents","Ort","Tor",104,115,131,740,824,900,0,99,98,86,41,74,17,9,35,167,9174,9,38,"mixed",NA,"824","0","99","98","86","41","74","17","9","35","167","9174","9","38","mixed",NA
-113.078156,36.93971,0,1579,1.18165767192841,8.66060352325439,1549,28,"674706","Entisols","Fluvents","Torrifluvents","Typic Torrifluvents","Flu","Tor",104,110,131,740,821,900,7,93,91,76,49,53,28,17,85,144,2822,12,44,"mixed","calcareous","821","7","93","91","76","49","53","28","17","85","144","2822","12","44","mixed","calcareous"
-110.529044,36.93894,0,1634,3.62186193466187,317.940093994141,1550,64,"674299",NA,NA,NA,NA,"non","non",100,100,100,740,819,900,4,88,78,58,48,65,15,20,25,0,0,0,0,"not used",NA,"819","4","88","78","58","48","65","15","20","25",NA,NA,NA,"na","not used",NA
-109.035493,36.941644,0,1542,1.46350562572479,103.448616027832,1551,320,"658568","Aridisols","Calcids","Haplocalcids","Typic Haplocalcids","Cal","Hap",103,105,120,790,837,900,7,88,82,64,36,72,17,12,51,157,9174,8,41,"mixed",NA,"837","7","88","82","64","36","72","17","12","51","157","9174","8","41","mixed",NA
-107.302529,36.935833,0,2132,2.89051079750061,230.861541748047,1552,314,"665728","Alfisols","Udalfs","Hapludalfs","Typic Hapludalfs","Ud","Hap",101,100,120,450,579,650,0,58,48,36,29,38,38,24,150,148,917,13,34,"mixed",NA,"579","0","58","48","36","29","38","38","24","150","148","917","13","34","mixed",NA
-113.414801,36.933349,0,1083,5.68676567077637,13.1693344116211,1553,16,"674709",NA,NA,NA,NA,"non","non",100,100,100,740,808,900,0,99,96,83,48,56,28,16,62,0,0,0,0,"mixed","calcareous","808","0","99","96","83","48","56","28","16","62",NA,NA,NA,"na","mixed","calcareous"
-113.302603,36.935579,0,1426,0.951079785823822,248.025497436523,1554,26,"658421","Aridisols","Cambids","Haplocambids","Typic Haplocambids","Cam","Hap",103,106,120,790,837,900,7,88,82,64,36,72,17,12,51,157,2822,9,41,"mixed",NA,"837","7","88","82","64","36","72","17","12","51","157","2822","9","41","mixed",NA
-110.293314,36.928758,0,1563,0.377307564020157,15.461217880249,1555,72,"658476","Aridisols","Cambids","Haplocambids","Typic Haplocambids","Cam","Hap",103,106,120,740,850,960,0,87,85,67,32,74,17,9,45,144,2822,10,45,"mixed","calcareous","850","0","87","85","67","32","74","17","9","45","144","2822","10","45","mixed","calcareous"
-108.362269,36.928591,0,1833,3.6106641292572,155.738708496094,1556,313,"665841","Entisols","Orthents","Torriorthents","Typic Torriorthents","Ort","Tor",104,115,131,740,822,900,3,91,89,69,41,60,25,16,44,162,282,16,40,"mixed","calcareous","822","3","91","89","69","41","60","25","16","44","162","282","16","40","mixed","calcareous"
-107.582895,36.92983,0,2036,1.24723160266876,315,1557,315,"665838","Aridisols","Argids","Haplargids","Ustic Haplargids","Arg","Hap",103,104,120,740,825,900,0,100,100,87,68,34,40,26,63,131,917,17,50,"mixed","calcareous","825","0","100","100","87","68","34","40","26","63","131","917","17","50","mixed","calcareous"
-108.081897,36.92203,0,1905,0.805307388305664,278.285797119141,1558,318,"665840",NA,NA,NA,NA,"non","non",100,100,100,740,823,900,1,97,96,76,51,52,32,18,45,0,0,0,0,"gypsic","calcareous","823","1","97","96","76","51","52","32","18","45",NA,NA,NA,"na","gypsic","calcareous"
-107.919352,36.922031,0,1796,1.68399822711945,141.340194702148,1559,318,"665840",NA,NA,NA,NA,"non","non",100,100,100,740,823,900,1,97,96,76,51,52,32,18,45,0,0,0,0,"gypsic","calcareous","823","1","97","96","76","51","52","32","18","45",NA,NA,NA,"na","gypsic","calcareous"
-107.807215,36.924736,0,2041,0.2017662525177,212.47119140625,1560,331,"665839",NA,NA,NA,NA,"non","non",100,100,100,740,814,900,5,98,97,85,68,31,39,30,78,0,0,0,0,"mixed","calcareous","814","5","98","97","85","68","31","39","30","78",NA,NA,NA,"na","mixed","calcareous"
-111.618126,36.911218,0,1134,11.9345073699951,227.071273803711,1561,94,"658396",NA,NA,NA,NA,"non","non",100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"not used",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"na","not used",NA
-111.505871,36.911749,0,1123,2.37263011932373,165.465545654297,1562,90,"658420",NA,NA,NA,NA,"non","non",100,100,100,730,824,960,1,95,93,75,43,68,19,12,56,0,0,0,0,"mixed","calcareous","824","1","95","93","75","43","68","19","12","56",NA,NA,NA,"na","mixed","calcareous"
-110.832284,36.91265,0,1913,0.874294221401215,0.507029056549072,1563,80,"658471","Entisols","Orthents","Torriorthents","Ustic Torriorthents","Ort","Tor",104,115,131,610,766,900,2,98,97,83,43,76,15,10,100,157,2822,10,40,"mixed","calcareous","766","2","98","97","83","43","76","15","10","100","157","2822","10","40","mixed","calcareous"
-110.551673,36.911975,0,1764,4.4943995475769,38.5829429626465,1564,64,"674299",NA,NA,NA,NA,"non","non",100,100,100,740,819,900,4,88,78,58,48,65,15,20,25,0,0,0,0,"not used",NA,"819","4","88","78","58","48","65","15","20","25",NA,NA,NA,"na","not used",NA
-112.347686,36.905186,0,1612,1.52393090724945,322.839263916016,1565,99,"658427","Aridisols","Calcids","Haplocalcids","Lithic Ustic Haplocalcids","Cal","Hap",103,105,120,740,801,840,3,49,44,40,30,48,36,16,135,130,917,9,28,"mixed",NA,"801","3","49","44","40","30","48","36","16","135","130","917","9","28","mixed",NA
-112.235461,36.906415,1,1736,1.67241764068604,299.054595947266,1566,98,"658411","Alfisols","Ustalfs","Haplustalfs","Vertic Haplustalfs","Ust","Hap",101,125,120,610,744,840,6,61,55,51,42,38,32,30,121,168,282,8,26,"smectitic",NA,"744","6","61","55","51","42","38","32","30","121","168","282","8","26","smectitic",NA
-111.786695,36.910247,1,1791,2.13302612304688,315.881408691406,1567,84,"658429","Aridisols","Argids","Calciargids","Ustic Calciargids","Arg","Cal",103,104,104,610,808,960,4,90,88,72,40,71,17,11,83,139,2822,13,47,"mixed","calcareous","808","4","90","88","72","40","71","17","11","83","139","2822","13","47","mixed","calcareous"
-109.934298,36.908051,0,1553,3.3127224445343,316.323425292969,1568,1177,"674295","Aridisols","Calcids","Haplocalcids","Typic Haplocalcids","Cal","Hap",103,105,120,740,855,960,0,92,90,73,43,78,15,7,25,160,2822,10,39,"mixed","calcareous","855","0","92","90","73","43","78","15","7","25","160","2822","10","39","mixed","calcareous"
-109.822065,36.90699,0,1651,3.01708078384399,165.002395629883,1569,1176,"658470","Entisols","Orthents","Torriorthents","Typic Torriorthents","Ort","Tor",104,115,131,740,824,900,0,99,98,86,41,74,17,9,35,167,9174,9,38,"mixed",NA,"824","0","99","98","86","41","74","17","9","35","167","9174","9","38","mixed",NA
-109.709838,36.905824,0,1521,0.915033042430878,18.741340637207,1570,325,"658520","Entisols","Orthents","Torriorthents","Typic Torriorthents","Ort","Tor",104,115,131,740,854,960,0,100,100,90,40,66,18,14,42,167,9174,10,37,"mixed",NA,"854","0","100","100","90","40","66","18","14","42","167","9174","10","37","mixed",NA
-109.429307,36.902442,0,1760,2.80287098884583,196.835479736328,1571,312,"658520","Entisols","Orthents","Torriorthents","Typic Torriorthents","Ort","Tor",104,115,131,740,854,960,0,100,100,90,40,66,18,14,42,167,9174,10,37,"mixed",NA,"854","0","100","100","90","40","66","18","14","42","167","9174","10","37","mixed",NA
-112.964777,36.896583,0,1532,0.411896705627441,354.610687255859,1572,95,"658425","Entisols","Fluvents","Torrifluvents","Typic Torrifluvents","Flu","Tor",104,110,131,740,822,960,1,92,90,74,50,52,29,19,55,142,282,14,47,"mixed","calcareous","822","1","92","90","74","50","52","29","19","55","142","282","14","47","mixed","calcareous"
-112.684402,36.900862,1,1548,1.57988941669464,139.368270874023,1573,30,"658570","Aridisols","Argids","Haplargids","Lithic Ustic Haplargids","Arg","Hap",103,104,120,660,771,840,3,86,83,69,50,53,22,25,119,134,2822,12,46,"kaolinitic",NA,"771","3","86","83","69","50","53","22","25","119","134","2822","12","46","kaolinitic",NA
-109.260922,36.900077,0,1718,2.41907429695129,352.284332275391,1574,324,"658522","Entisols","Psamments","Torripsamments","Lithic Torripsamments","Psa","Tor",104,116,131,740,815,900,0,100,100,84,47,74,16,10,60,152,9174,9,43,"mixed",NA,"815","0","100","100","84","47","74","16","10","60","152","9174","9","43","mixed",NA
-109.036648,36.896597,0,1617,1.95388531684875,49.8169136047363,1575,332,"665839",NA,NA,NA,NA,"non","non",100,100,100,740,814,900,5,98,97,85,68,31,39,30,78,0,0,0,0,"mixed","calcareous","814","5","98","97","85","68","31","39","30","78",NA,NA,NA,"na","mixed","calcareous"
-113.189104,36.892661,0,1430,0.843636631965637,348.896179199219,1576,95,"658425","Entisols","Fluvents","Torrifluvents","Typic Torrifluvents","Flu","Tor",104,110,131,740,822,960,1,92,90,74,50,52,29,19,55,142,282,14,47,"mixed","calcareous","822","1","92","90","74","50","52","29","19","55","142","282","14","47","mixed","calcareous"
-112.425903,36.886246,0,1536,1.05874693393707,333.060485839844,1577,99,"658427","Aridisols","Calcids","Haplocalcids","Lithic Ustic Haplocalcids","Cal","Hap",103,105,120,740,801,840,3,49,44,40,30,48,36,16,135,130,917,9,28,"mixed",NA,"801","3","49","44","40","30","48","36","16","135","130","917","9","28","mixed",NA
-108.868401,36.893694,0,1446,0.798815250396729,211.534790039062,1578,391,"657964",NA,NA,NA,NA,"non","non",100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"na",NA,NA
-108.700179,36.890554,0,1581,0.752437710762024,184.127593994141,1579,299,"665891","Aridisols","Cambids","Haplocambids","Sodic Haplocambids","Cam","Hap",103,106,120,740,832,900,0,99,99,92,73,43,37,21,43,131,917,13,50,"mixed","calcareous","832","0","99","99","92","73","43","37","21","43","131","917","13","50","mixed","calcareous"
-108.588047,36.88833,0,1761,0.231863126158714,205.7099609375,1580,326,"665845",NA,NA,NA,NA,"non","non",100,100,100,790,837,900,0,98,98,84,63,27,42,24,33,0,0,0,0,"mixed","calcareous","837","0","98","98","84","63","27","42","24","33",NA,NA,NA,"na","mixed","calcareous"
-107.357244,36.889345,0,1927,0.680860459804535,180,1581,338,"665722","Alfisols","Udalfs","Hapludalfs","Typic Hapludalfs","Ud","Hap",101,100,120,450,729,840,12,61,55,48,34,52,21,27,150,148,917,13,34,"mixed",NA,"729","12","61","55","48","34","52","21","27","150","148","917","13","34","mixed",NA
-108.307771,36.882308,0,1706,1.1262800693512,185.123168945312,1582,313,"665841","Entisols","Orthents","Torriorthents","Typic Torriorthents","Ort","Tor",104,115,131,740,822,900,3,91,89,69,41,60,25,16,44,162,282,16,40,"mixed","calcareous","822","3","91","89","69","41","60","25","16","44","162","282","16","40","mixed","calcareous"
-108.251726,36.881024,0,1744,0.266461879014969,154.179000854492,1583,313,"665841","Entisols","Orthents","Torriorthents","Typic Torriorthents","Ort","Tor",104,115,131,740,822,900,3,91,89,69,41,60,25,16,44,162,282,16,40,"mixed","calcareous","822","3","91","89","69","41","60","25","16","44","162","282","16","40","mixed","calcareous"
-107.693478,36.882312,0,1987,0.738953053951263,287.676116943359,1584,331,"665839",NA,NA,NA,NA,"non","non",100,100,100,740,814,900,5,98,97,85,68,31,39,30,78,0,0,0,0,"mixed","calcareous","814","5","98","97","85","68","31","39","30","78",NA,NA,NA,"na","mixed","calcareous"
-108.027581,36.875626,0,1803,1.26556515693665,190.210861206055,1585,318,"665840",NA,NA,NA,NA,"non","non",100,100,100,740,823,900,1,97,96,76,51,52,32,18,45,0,0,0,0,"gypsic","calcareous","823","1","97","96","76","51","52","32","18","45",NA,NA,NA,"na","gypsic","calcareous"
-111.9543,36.863904,1,1914,1.39091300964355,334.2900390625,1586,84,"658429","Aridisols","Argids","Calciargids","Ustic Calciargids","Arg","Cal",103,104,104,610,808,960,4,90,88,72,40,71,17,11,83,139,2822,13,47,"mixed","calcareous","808","4","90","88","72","40","71","17","11","83","139","2822","13","47","mixed","calcareous"
-111.505573,36.866677,0,1336,1.50830852985382,326.717437744141,1587,90,"658420",NA,NA,NA,NA,"non","non",100,100,100,730,824,960,1,95,93,75,43,68,19,12,56,0,0,0,0,"mixed","calcareous","824","1","95","93","75","43","68","19","12","56",NA,NA,NA,"na","mixed","calcareous"
-111.393381,36.867103,0,1365,2.10465359687805,352.82275390625,1588,90,"658420",NA,NA,NA,NA,"non","non",100,100,100,730,824,960,1,95,93,75,43,68,19,12,56,0,0,0,0,"mixed","calcareous","824","1","95","93","75","43","68","19","12","56",NA,NA,NA,"na","mixed","calcareous"
-111.337284,36.867276,0,1483,2.11193823814392,316.780639648438,1589,100,"658429","Aridisols","Argids","Calciargids","Ustic Calciargids","Arg","Cal",103,104,104,610,808,960,4,90,88,72,40,71,17,11,83,139,2822,13,47,"mixed","calcareous","808","4","90","88","72","40","71","17","11","83","139","2822","13","47","mixed","calcareous"
-111.225089,36.867542,0,1173,3.71931767463684,12.4771661758423,1590,88,"658472","Alfisols","Ustalfs","Haplustalfs","Typic Haplustalfs","Ust","Hap",101,125,120,610,751,900,43,77,70,63,41,55,26,19,300,169,2822,7,12,"mixed",NA,"751","43","77","70","63","41","55","26","19","300","169","2822","7","12","mixed",NA
-111.112894,36.867703,0,1335,2.51505398750305,182.290603637695,1591,88,"658472","Alfisols","Ustalfs","Haplustalfs","Typic Haplustalfs","Ust","Hap",101,125,120,610,751,900,43,77,70,63,41,55,26,19,300,169,2822,7,12,"mixed",NA,"751","43","77","70","63","41","55","26","19","300","169","2822","7","12","mixed",NA
-111.00071,36.867722,0,1416,0.9924635887146,120.963752746582,1592,88,"658472","Alfisols","Ustalfs","Haplustalfs","Typic Haplustalfs","Ust","Hap",101,125,120,610,751,900,43,77,70,63,41,55,26,19,300,169,2822,7,12,"mixed",NA,"751","43","77","70","63","41","55","26","19","300","169","2822","7","12","mixed",NA
-110.94459,36.867709,1,1516,2.73504137992859,150.536376953125,1593,88,"658472","Alfisols","Ustalfs","Haplustalfs","Typic Haplustalfs","Ust","Hap",101,125,120,610,751,900,43,77,70,63,41,55,26,19,300,169,2822,7,12,"mixed",NA,"751","43","77","70","63","41","55","26","19","300","169","2822","7","12","mixed",NA
-110.888503,36.867706,0,1572,3.14217901229858,201.199417114258,1594,88,"658472","Alfisols","Ustalfs","Haplustalfs","Typic Haplustalfs","Ust","Hap",101,125,120,610,751,900,43,77,70,63,41,55,26,19,300,169,2822,7,12,"mixed",NA,"751","43","77","70","63","41","55","26","19","300","169","2822","7","12","mixed",NA
-110.720212,36.867383,1,2009,4.61200284957886,354.909790039062,1595,80,"658471","Entisols","Orthents","Torriorthents","Ustic Torriorthents","Ort","Tor",104,115,131,610,766,900,2,98,97,83,43,76,15,10,100,157,2822,10,40,"mixed","calcareous","766","2","98","97","83","43","76","15","10","100","157","2822","10","40","mixed","calcareous"
-110.66406,36.867309,1,1789,3.01840496063232,60.5463256835938,1596,64,"674299",NA,NA,NA,NA,"non","non",100,100,100,740,819,900,4,88,78,58,48,65,15,20,25,0,0,0,0,"not used",NA,"819","4","88","78","58","48","65","15","20","25",NA,NA,NA,"na","not used",NA
-110.439738,36.866381,1,1999,9.19258689880371,129.175033569336,1597,1176,"658470","Entisols","Orthents","Torriorthents","Typic Torriorthents","Ort","Tor",104,115,131,740,824,900,0,99,98,86,41,74,17,9,35,167,9174,9,38,"mixed",NA,"824","0","99","98","86","41","74","17","9","35","167","9174","9","38","mixed",NA
-110.159278,36.864729,1,1826,2.51336789131165,345.023162841797,1598,97,"674299",NA,NA,NA,NA,"non","non",100,100,100,740,819,900,4,88,78,58,48,65,15,20,25,0,0,0,0,"not used",NA,"819","4","88","78","58","48","65","15","20","25",NA,NA,NA,"na","not used",NA
-112.795449,36.854195,0,1471,0.946791291236877,168.690063476562,1599,95,"658425","Entisols","Fluvents","Torrifluvents","Typic Torrifluvents","Flu","Tor",104,110,131,740,822,960,1,92,90,74,50,52,29,19,55,142,282,14,47,"mixed","calcareous","822","1","92","90","74","50","52","29","19","55","142","282","14","47","mixed","calcareous"
-112.515117,36.8581,0,1488,0.965071737766266,311.099517822266,1600,99,"658427","Aridisols","Calcids","Haplocalcids","Lithic Ustic Haplocalcids","Cal","Hap",103,105,120,740,801,840,3,49,44,40,30,48,36,16,135,130,917,9,28,"mixed",NA,"801","3","49","44","40","30","48","36","16","135","130","917","9","28","mixed",NA
-109.54237,36.858815,0,1586,0.992342948913574,79.215705871582,1601,325,"658520","Entisols","Orthents","Torriorthents","Typic Torriorthents","Ort","Tor",104,115,131,740,854,960,0,100,100,90,40,66,18,14,42,167,9174,10,37,"mixed",NA,"854","0","100","100","90","40","66","18","14","42","167","9174","10","37","mixed",NA
-109.374161,36.856631,0,1701,0.496148377656937,273.576324462891,1602,337,"658519","Entisols","Orthents","Torriorthents","Lithic Torriorthents","Ort","Tor",104,115,131,740,835,900,1,99,98,80,43,72,18,10,50,155,2822,9,42,"mixed",NA,"835","1","99","98","80","43","72","18","10","50","155","2822","9","42","mixed",NA
-109.205972,36.854146,1,2141,7.03775882720947,7.66919326782227,1603,339,"658523","Mollisols","Ustolls","Haplustolls","Lithic Haplustolls","Ust","Hap",107,125,120,610,676,730,9,93,89,71,40,68,19,13,172,184,2822,15,29,"mixed",NA,"676","9","93","89","71","40","68","19","13","172","184","2822","15","29","mixed",NA
-109.093845,36.85239,1,1988,7.55975389480591,31.6036834716797,1604,339,"658523","Mollisols","Ustolls","Haplustolls","Lithic Haplustolls","Ust","Hap",107,125,120,610,676,730,9,93,89,71,40,68,19,13,172,184,2822,15,29,"mixed",NA,"676","9","93","89","71","40","68","19","13","172","184","2822","15","29","mixed",NA
-113.299899,36.845504,0,1563,2.35889482498169,37.8090896606445,1605,95,"658425","Entisols","Fluvents","Torrifluvents","Typic Torrifluvents","Flu","Tor",104,110,131,740,822,960,1,92,90,74,50,52,29,19,55,142,282,14,47,"mixed","calcareous","822","1","92","90","74","50","52","29","19","55","142","282","14","47","mixed","calcareous"
-113.019675,36.850596,0,1528,0.43023669719696,322.305755615234,1606,95,"658425","Entisols","Fluvents","Torrifluvents","Typic Torrifluvents","Flu","Tor",104,110,131,740,822,960,1,92,90,74,50,52,29,19,55,142,282,14,47,"mixed","calcareous","822","1","92","90","74","50","52","29","19","55","142","282","14","47","mixed","calcareous"
-108.813608,36.847633,0,1543,1.10633981227875,286.660858154297,1607,343,"665891","Aridisols","Cambids","Haplocambids","Sodic Haplocambids","Cam","Hap",103,106,120,740,832,900,0,99,99,92,73,43,37,21,43,131,917,13,50,"mixed","calcareous","832","0","99","99","92","73","43","37","21","43","131","917","13","50","mixed","calcareous"
-108.701529,36.845517,0,1542,0.308330804109573,287.525573730469,1608,299,"665891","Aridisols","Cambids","Haplocambids","Sodic Haplocambids","Cam","Hap",103,106,120,740,832,900,0,99,99,92,73,43,37,21,43,131,917,13,50,"mixed","calcareous","832","0","99","99","92","73","43","37","21","43","131","917","13","50","mixed","calcareous"
-107.131595,36.848663,0,2210,0.925955712795258,260.380279541016,1609,309,"659730","Alfisols","Ustalfs","Haplustalfs","Typic Haplustalfs","Ust","Hap",101,125,120,560,680,780,14,95,91,79,60,47,29,25,162,150,917,16,41,"smectitic",NA,"680","14","95","91","79","60","47","29","25","162","150","917","16","41","smectitic",NA
-112.043705,36.836165,1,1898,1.54637217521667,319.056732177734,1610,84,"658429","Aridisols","Argids","Calciargids","Ustic Calciargids","Arg","Cal",103,104,104,610,808,960,4,90,88,72,40,71,17,11,83,139,2822,13,47,"mixed","calcareous","808","4","90","88","72","40","71","17","11","83","139","2822","13","47","mixed","calcareous"
-111.920289,36.837165,1,2016,1.33490526676178,315.939178466797,1611,84,"658429","Aridisols","Argids","Calciargids","Ustic Calciargids","Arg","Cal",103,104,104,610,808,960,4,90,88,72,40,71,17,11,83,139,2822,13,47,"mixed","calcareous","808","4","90","88","72","40","71","17","11","83","139","2822","13","47","mixed","calcareous"
-111.808204,36.837924,1,1965,1.15771746635437,14.314826965332,1612,84,"658429","Aridisols","Argids","Calciargids","Ustic Calciargids","Arg","Cal",103,104,104,610,808,960,4,90,88,72,40,71,17,11,83,139,2822,13,47,"mixed","calcareous","808","4","90","88","72","40","71","17","11","83","139","2822","13","47","mixed","calcareous"
-108.533433,36.842147,0,1615,1.30965924263,284.364593505859,1613,299,"665891","Aridisols","Cambids","Haplocambids","Sodic Haplocambids","Cam","Hap",103,106,120,740,832,900,0,99,99,92,73,43,37,21,43,131,917,13,50,"mixed","calcareous","832","0","99","99","92","73","43","37","21","43","131","917","13","50","mixed","calcareous"
-107.635932,36.838381,1,1937,0.717250525951385,203.523208618164,1614,331,"665839",NA,NA,NA,NA,"non","non",100,100,100,740,814,900,5,98,97,85,68,31,39,30,78,0,0,0,0,"mixed","calcareous","814","5","98","97","85","68","31","39","30","78",NA,NA,NA,"na","mixed","calcareous"
-107.411783,36.843305,0,1959,1.45998644828796,170.238220214844,1615,311,"665839",NA,NA,NA,NA,"non","non",100,100,100,740,814,900,5,98,97,85,68,31,39,30,78,0,0,0,0,"mixed","calcareous","814","5","98","97","85","68","31","39","30","78",NA,NA,NA,"na","mixed","calcareous"
-108.029325,36.830613,0,1767,1.71781837940216,178.451843261719,1616,318,"665840",NA,NA,NA,NA,"non","non",100,100,100,740,823,900,1,97,96,76,51,52,32,18,45,0,0,0,0,"gypsic","calcareous","823","1","97","96","76","51","52","32","18","45",NA,NA,NA,"na","gypsic","calcareous"
-111.897695,36.81929,1,2007,1.31744742393494,82.9167175292969,1617,84,"658429","Aridisols","Argids","Calciargids","Ustic Calciargids","Arg","Cal",103,104,104,610,808,960,4,90,88,72,40,71,17,11,83,139,2822,13,47,"mixed","calcareous","808","4","90","88","72","40","71","17","11","83","139","2822","13","47","mixed","calcareous"
-111.673461,36.820771,0,1203,5.21762371063232,136.438079833984,1618,94,"658396",NA,NA,NA,NA,"non","non",100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"not used",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"na","not used",NA
-110.440045,36.821336,1,1947,9.56553363800049,92.1584854125977,1619,1176,"658470","Entisols","Orthents","Torriorthents","Typic Torriorthents","Ort","Tor",104,115,131,740,824,900,0,99,98,86,41,74,17,9,35,167,9174,9,38,"mixed",NA,"824","0","99","98","86","41","74","17","9","35","167","9174","9","38","mixed",NA
-110.383984,36.821104,1,1903,0.395283997058868,310.236358642578,1620,1176,"658470","Entisols","Orthents","Torriorthents","Typic Torriorthents","Ort","Tor",104,115,131,740,824,900,0,99,98,86,41,74,17,9,35,167,9174,9,38,"mixed",NA,"824","0","99","98","86","41","74","17","9","35","167","9174","9","38","mixed",NA
-110.271854,36.820461,1,1874,5.34885215759277,112.829643249512,1621,1176,"658470","Entisols","Orthents","Torriorthents","Typic Torriorthents","Ort","Tor",104,115,131,740,824,900,0,99,98,86,41,74,17,9,35,167,9174,9,38,"mixed",NA,"824","0","99","98","86","41","74","17","9","35","167","9174","9","38","mixed",NA
-112.682334,36.810781,0,1387,0.329177677631378,29.5778388977051,1622,104,"658414","Aridisols","Calcids","Haplocalcids","Lithic Haplocalcids","Cal","Hap",103,105,120,740,816,840,2,88,84,65,38,66,20,14,50,141,917,14,36,"mixed",NA,"816","2","88","84","65","38","66","20","14","50","141","917","14","36","mixed",NA
-112.514227,36.813042,0,1550,1.51475846767426,325.822998046875,1623,99,"658427","Aridisols","Calcids","Haplocalcids","Lithic Ustic Haplocalcids","Cal","Hap",103,105,120,740,801,840,3,49,44,40,30,48,36,16,135,130,917,9,28,"mixed",NA,"801","3","49","44","40","30","48","36","16","135","130","917","9","28","mixed",NA
-112.290055,36.815686,0,1901,3.92907881736755,306.847381591797,1624,99,"658427","Aridisols","Calcids","Haplocalcids","Lithic Ustic Haplocalcids","Cal","Hap",103,105,120,740,801,840,3,49,44,40,30,48,36,16,135,130,917,9,28,"mixed",NA,"801","3","49","44","40","30","48","36","16","135","130","917","9","28","mixed",NA
-112.177647,36.81695,1,2143,2.36071729660034,59.486873626709,1625,105,"658475","Alfisols","Udalfs","Hapludalfs","Typic Hapludalfs","Ud","Hap",101,100,120,560,609,650,0,45,35,26,19,39,39,23,150,152,2822,8,23,"mixed",NA,"609","0","45","35","26","19","39","39","23","150","152","2822","8","23","mixed",NA
-109.991602,36.818406,0,1607,0.205587342381477,199.798873901367,1626,1176,"658470","Entisols","Orthents","Torriorthents","Typic Torriorthents","Ort","Tor",104,115,131,740,824,900,0,99,98,86,41,74,17,9,35,167,9174,9,38,"mixed",NA,"824","0","99","98","86","41","74","17","9","35","167","9174","9","38","mixed",NA
-109.879498,36.817402,0,1547,0.133568242192268,280.007965087891,1627,1176,"658470","Entisols","Orthents","Torriorthents","Typic Torriorthents","Ort","Tor",104,115,131,740,824,900,0,99,98,86,41,74,17,9,35,167,9174,9,38,"mixed",NA,"824","0","99","98","86","41","74","17","9","35","167","9174","9","38","mixed",NA
-109.823447,36.816861,0,1573,0.671833515167236,352.056518554688,1628,1176,"658470","Entisols","Orthents","Torriorthents","Typic Torriorthents","Ort","Tor",104,115,131,740,824,900,0,99,98,86,41,74,17,9,35,167,9174,9,38,"mixed",NA,"824","0","99","98","86","41","74","17","9","35","167","9174","9","38","mixed",NA
-109.599266,36.814429,0,1633,0.792420923709869,297.315612792969,1629,344,"658519","Entisols","Orthents","Torriorthents","Lithic Torriorthents","Ort","Tor",104,115,131,740,835,900,1,99,98,80,43,72,18,10,50,155,2822,9,42,"mixed",NA,"835","1","99","98","80","43","72","18","10","50","155","2822","9","42","mixed",NA
-109.431127,36.812319,0,1690,3.13648080825806,202.456939697266,1630,337,"658519","Entisols","Orthents","Torriorthents","Lithic Torriorthents","Ort","Tor",104,115,131,740,835,900,1,99,98,80,43,72,18,10,50,155,2822,9,42,"mixed",NA,"835","1","99","98","80","43","72","18","10","50","155","2822","9","42","mixed",NA
-113.186536,36.802579,0,1479,1.06573224067688,64.1790084838867,1631,95,"658425","Entisols","Fluvents","Torrifluvents","Typic Torrifluvents","Flu","Tor",104,110,131,740,822,960,1,92,90,74,50,52,29,19,55,142,282,14,47,"mixed","calcareous","822","1","92","90","74","50","52","29","19","55","142","282","14","47","mixed","calcareous"
-113.074509,36.804586,0,1499,0.664667725563049,204.775146484375,1632,95,"658425","Entisols","Fluvents","Torrifluvents","Typic Torrifluvents","Flu","Tor",104,110,131,740,822,960,1,92,90,74,50,52,29,19,55,142,282,14,47,"mixed","calcareous","822","1","92","90","74","50","52","29","19","55","142","282","14","47","mixed","calcareous"
